Time,Temperature_C,Solar_W_m2,Wind_Speed_m_s,Load_kW,Price_CNY_kWh
2024-07-20 04:00:00,12.94,0.0,2.7,8630.427,0.295
2024-07-20 04:15:00,13.19,0.0,2.9,7934.415,0.299
2024-07-20 04:30:00,12.89,0.0,2.8,8231.433,0.3
2024-07-20 04:45:00,13.87,0.0,2.9,7683.319,0.301
2024-07-20 05:00:00,14.39,0.0,2.9,7590.954,0.302
2024-07-20 05:15:00,14.29,0.0,2.5,7244.954,0.297
2024-07-20 05:30:00,14.99,0.0,2.2,6896.91,0.298
2024-07-20 05:45:00,16.48,0.0,2.1,6660.334,0.301
2024-07-20 06:00:00,16.81,0.0,1.7,6072.195,0.296
2024-07-20 06:15:00,17.95,8.9,1.7,5967.253,0.383
2024-07-20 06:30:00,19.66,16.8,1.5,6160.984,0.472
2024-07-20 06:45:00,20.78,27.3,1.5,5976.194,0.546
2024-07-20 07:00:00,22.37,35.5,1.3,6025.967,0.648
2024-07-20 07:15:00,21.21,114.1,1.1,6086.055,0.642
2024-07-20 07:30:00,19.87,172.6,0.9,6160.837,0.639
2024-07-20 07:45:00,19.46,253.2,0.6,6050.108,0.648
2024-07-20 08:00:00,20.14,418.0,0.3,6161.694,0.632
2024-07-20 08:15:00,21.18,444.7,0.6,6696.063,0.647
2024-07-20 08:30:00,22.26,545.0,0.9,7117.902,0.638
2024-07-20 08:45:00,23.6,542.6,1.1,7955.438,0.648
2024-07-20 09:00:00,24.51,627.7,1.4,8385.293,0.652
2024-07-20 09:15:00,23.39,643.8,2.3,8979.214,0.791
2024-07-20 09:30:00,22.81,725.9,3.2,9578.097,0.919
2024-07-20 09:45:00,21.19,696.3,4.0,10455.731,1.057
2024-07-20 10:00:00,21.48,677.5,4.6,11119.409,1.203
2024-07-20 10:15:00,21.09,820.3,4.8,12117.096,1.192
2024-07-20 10:30:00,21.65,710.2,5.1,13461.106,1.188
2024-07-20 10:45:00,21.77,746.7,5.3,14376.581,1.211
2024-07-20 11:00:00,22.03,706.0,5.7,14776.074,1.204
2024-07-20 11:15:00,23.16,607.8,5.6,15438.437,1.203
2024-07-20 11:30:00,24.24,487.2,6.0,16234.077,1.203
2024-07-20 11:45:00,25.53,336.8,6.1,16640.698,1.206
2024-07-20 12:00:00,27.08,196.5,6.4,17921.488,1.189
2024-07-20 12:15:00,27.77,187.6,6.0,17339.398,1.201
2024-07-20 12:30:00,26.4,186.4,6.0,17095.224,1.204
2024-07-20 12:45:00,26.68,184.1,6.0,16525.844,1.187
2024-07-20 13:00:00,26.89,203.8,6.6,16761.348,1.187
2024-07-20 13:15:00,27.27,365.3,5.9,16029.133,1.199
2024-07-20 13:30:00,26.01,587.0,5.8,15323.682,1.189
2024-07-20 13:45:00,26.6,766.3,5.2,15264.628,1.222
2024-07-20 14:00:00,26.56,1005.9,5.2,14791.969,1.202
2024-07-20 14:15:00,27.42,700.4,4.6,14220.114,1.067
2024-07-20 14:30:00,27.05,612.2,4.1,14031.816,0.911
2024-07-20 14:45:00,26.32,624.9,3.4,13231.513,0.788
2024-07-20 15:00:00,26.47,641.4,3.0,12739.916,0.646
2024-07-20 15:15:00,26.65,556.9,2.8,12368.922,0.647
2024-07-20 15:30:00,28.06,504.1,2.5,12250.908,0.657
2024-07-20 15:45:00,27.29,506.9,2.4,12172.767,0.659
2024-07-20 16:00:00,29.6,505.3,2.2,12390.904,0.65
2024-07-20 16:15:00,28.17,419.3,2.6,10944.851,0.649
2024-07-20 16:30:00,27.59,371.7,3.1,10353.205,0.649
2024-07-20 16:45:00,28.03,335.1,3.7,9756.931,0.655
2024-07-20 17:00:00,28.38,256.0,3.9,8931.024,0.65
2024-07-20 17:15:00,27.53,240.7,3.5,8537.492,0.778
2024-07-20 17:30:00,27.03,218.4,3.0,7838.487,0.903
2024-07-20 17:45:00,27.2,203.4,2.8,7308.666,1.063
2024-07-20 18:00:00,27.34,185.5,2.4,6610.229,1.201
2024-07-20 18:15:00,27.0,143.8,3.6,7019.305,1.196
2024-07-20 18:30:00,24.86,86.3,5.0,7298.926,1.213
2024-07-20 18:45:00,23.2,47.2,6.9,8040.158,1.171
2024-07-20 19:00:00,23.36,0.0,7.8,8308.998,1.195
2024-07-20 19:15:00,23.16,0.0,6.6,8603.918,1.186
2024-07-20 19:30:00,24.55,0.0,5.9,9134.591,1.198
2024-07-20 19:45:00,25.91,0.0,4.8,9153.695,1.202
2024-07-20 20:00:00,25.58,0.0,3.8,9289.048,1.192
2024-07-20 20:15:00,24.04,0.0,3.9,8974.03,1.06
2024-07-20 20:30:00,23.26,0.0,4.0,8806.745,0.93
2024-07-20 20:45:00,21.16,0.0,3.9,8604.318,0.783
2024-07-20 21:00:00,19.07,0.0,3.7,8052.02,0.658
2024-07-20 21:15:00,21.3,0.0,4.2,7185.834,0.653
2024-07-20 21:30:00,21.57,0.0,4.7,6716.022,0.661
2024-07-20 21:45:00,22.05,0.0,4.9,6109.78,0.648
2024-07-20 22:00:00,23.75,0.0,5.3,5144.533,0.661
2024-07-20 22:15:00,21.61,0.0,4.4,5612.21,0.568
2024-07-20 22:30:00,20.0,0.0,3.5,5615.098,0.47
2024-07-20 22:45:00,19.09,0.0,2.7,6016.28,0.387
2024-07-20 23:00:00,16.56,0.0,1.8,6059.211,0.297
2024-07-20 23:15:00,16.43,0.0,2.4,6010.842,0.295
2024-07-20 23:30:00,15.49,0.0,2.9,5967.868,0.298
2024-07-20 23:45:00,15.57,0.0,3.7,6274.585,0.299
2024-07-21 00:00:00,14.77,0.0,4.1,6067.358,0.307
2024-07-21 00:15:00,15.34,0.0,5.0,6206.179,0.302
2024-07-21 00:30:00,16.49,0.0,5.2,6164.561,0.296
2024-07-21 00:45:00,16.87,0.0,6.0,6003.67,0.299
2024-07-21 01:00:00,17.37,0.0,6.6,5821.878,0.3
2024-07-21 01:15:00,16.46,0.0,5.2,6144.187,0.3
2024-07-21 01:30:00,16.6,0.0,4.0,6342.167,0.296
2024-07-21 01:45:00,15.97,0.0,3.3,6420.424,0.303
2024-07-21 02:00:00,15.78,0.0,2.1,6425.672,0.305
2024-07-21 02:15:00,15.77,0.0,2.7,6714.565,0.298
2024-07-21 02:30:00,15.7,0.0,3.1,7213.592,0.299
2024-07-21 02:45:00,17.32,0.0,3.8,7505.47,0.304
2024-07-21 03:00:00,15.46,0.0,4.0,7838.03,0.301
2024-07-21 03:15:00,16.27,0.0,3.8,8401.42,0.299
2024-07-21 03:30:00,16.49,0.0,3.5,8490.167,0.301
2024-07-21 03:45:00,16.47,0.0,3.1,8770.65,0.297
2024-07-21 04:00:00,15.26,0.0,2.8,8924.671,0.298
2024-07-21 04:15:00,15.51,0.0,3.0,8761.817,0.295
2024-07-21 04:30:00,16.53,0.0,3.3,8525.337,0.296
2024-07-21 04:45:00,16.57,0.0,3.6,8037.21,0.293
2024-07-21 05:00:00,17.13,0.0,3.8,8273.845,0.292
2024-07-21 05:15:00,17.53,0.0,3.4,7471.895,0.296
2024-07-21 05:30:00,18.51,0.0,2.8,6953.414,0.304
2024-07-21 05:45:00,18.39,0.0,2.5,6606.196,0.302
2024-07-21 06:00:00,17.89,0.0,2.0,6600.074,0.31
2024-07-21 06:15:00,18.42,47.4,1.8,6487.887,0.39
2024-07-21 06:30:00,19.77,91.7,1.7,5930.452,0.477
2024-07-21 06:45:00,19.59,119.9,1.6,6183.38,0.57
2024-07-21 07:00:00,19.35,175.5,1.3,6318.074,0.659
2024-07-21 07:15:00,19.84,219.3,1.7,6031.199,0.662
2024-07-21 07:30:00,20.34,262.1,1.9,5896.756,0.651
2024-07-21 07:45:00,21.2,303.8,2.2,5770.543,0.655
2024-07-21 08:00:00,20.5,358.7,2.7,5632.278,0.666
2024-07-21 08:15:00,22.0,377.5,2.2,6564.617,0.653
2024-07-21 08:30:00,23.25,409.1,2.0,7483.599,0.667
2024-07-21 08:45:00,23.18,458.0,1.8,8317.421,0.657
2024-07-21 09:00:00,24.38,446.4,1.5,9099.768,0.664
2024-07-21 09:15:00,22.88,501.5,1.7,9319.491,0.777
2024-07-21 09:30:00,24.08,492.0,1.9,10049.67,0.934
2024-07-21 09:45:00,23.55,615.2,2.0,10422.57,1.053
2024-07-21 10:00:00,22.37,615.9,2.2,11114.526,1.189
2024-07-21 10:15:00,23.48,651.5,2.1,11831.987,1.204
2024-07-21 10:30:00,23.51,644.1,2.0,12756.36,1.192
2024-07-21 10:45:00,24.12,660.5,1.8,13562.639,1.211
2024-07-21 11:00:00,23.48,663.3,1.7,14783.223,1.215
2024-07-21 11:15:00,23.66,690.3,1.9,15513.377,1.177
2024-07-21 11:30:00,23.83,723.9,2.2,16698.72,1.206
2024-07-21 11:45:00,25.84,715.7,2.5,16722.596,1.205
2024-07-21 12:00:00,26.04,740.3,2.9,17370.592,1.214
2024-07-21 12:15:00,26.09,785.2,3.1,16747.861,1.211
2024-07-21 12:30:00,25.56,773.6,3.0,16877.495,1.215
2024-07-21 12:45:00,25.96,777.4,3.3,17153.048,1.211
2024-07-21 13:00:00,26.04,718.2,3.3,17574.575,1.208
2024-07-21 13:15:00,27.11,680.6,3.3,16263.007,1.197
2024-07-21 13:30:00,26.86,753.7,3.2,16038.314,1.19
2024-07-21 13:45:00,28.44,730.9,3.1,15274.335,1.208
2024-07-21 14:00:00,28.62,714.7,2.9,14532.493,1.205
2024-07-21 14:15:00,27.68,701.6,3.6,13879.98,1.064
2024-07-21 14:30:00,25.74,684.3,4.7,13231.244,0.928
2024-07-21 14:45:00,24.7,540.6,4.8,13226.71,0.793
2024-07-21 15:00:00,24.75,587.3,5.3,12625.222,0.654
2024-07-21 15:15:00,24.49,482.3,5.7,11839.1,0.653
2024-07-21 15:30:00,25.45,345.3,5.9,11659.473,0.649
2024-07-21 15:45:00,26.58,216.4,6.4,11445.538,0.646
2024-07-21 16:00:00,28.4,103.8,6.6,11470.155,0.647
2024-07-21 16:15:00,27.26,136.3,6.0,10811.762,0.66
2024-07-21 16:30:00,25.36,190.3,4.9,10475.163,0.647
2024-07-21 16:45:00,23.96,263.7,4.4,9728.541,0.656
2024-07-21 17:00:00,23.08,233.4,3.6,8986.262,0.641
2024-07-21 17:15:00,23.81,270.3,4.8,8466.055,0.803
2024-07-21 17:30:00,23.71,237.5,6.3,7534.657,0.948
2024-07-21 17:45:00,24.37,200.8,7.4,6985.149,1.075
2024-07-21 18:00:00,26.78,180.0,8.8,6172.903,1.207
2024-07-21 18:15:00,25.47,142.1,7.6,6679.18,1.219
2024-07-21 18:30:00,25.84,87.4,6.4,7067.033,1.234
2024-07-21 18:45:00,24.57,46.6,5.6,7623.665,1.206
2024-07-21 19:00:00,24.32,0.0,4.7,7758.85,1.201
2024-07-21 19:15:00,22.13,0.0,4.2,8463.425,1.199
2024-07-21 19:30:00,21.95,0.0,4.1,8282.018,1.2
2024-07-21 19:45:00,21.26,0.0,3.9,9097.421,1.221
2024-07-21 20:00:00,21.05,0.0,3.4,9254.52,1.202
2024-07-21 20:15:00,19.39,0.0,4.6,8861.673,1.072
2024-07-21 20:30:00,20.3,0.0,5.5,8720.864,0.93
2024-07-21 20:45:00,19.93,0.0,6.9,8389.16,0.777
2024-07-21 21:00:00,19.32,0.0,7.9,8232.637,0.651
2024-07-21 21:15:00,19.79,0.0,7.4,7810.666,0.659
2024-07-21 21:30:00,19.87,0.0,6.6,7314.671,0.651
2024-07-21 21:45:00,20.22,0.0,6.2,6789.961,0.633
2024-07-21 22:00:00,20.69,0.0,5.3,6170.444,0.635
2024-07-21 22:15:00,20.52,0.0,4.5,6211.505,0.566
2024-07-21 22:30:00,20.8,0.0,3.8,6004.028,0.483
2024-07-21 22:45:00,20.92,0.0,3.2,5798.896,0.389
2024-07-21 23:00:00,20.69,0.0,2.5,5661.087,0.3
2024-07-21 23:15:00,19.9,0.0,2.9,5850.387,0.298
2024-07-21 23:30:00,19.32,0.0,3.8,6294.53,0.296
2024-07-21 23:45:00,18.02,0.0,4.3,6392.915,0.298
2024-07-22 00:00:00,18.11,0.0,4.4,6510.277,0.297
2024-07-22 00:15:00,17.89,0.0,5.6,6363.158,0.302
2024-07-22 00:30:00,17.71,0.0,6.4,6197.752,0.302
2024-07-22 00:45:00,18.31,0.0,6.8,5936.22,0.298
2024-07-22 01:00:00,17.73,0.0,7.1,5725.53,0.301
2024-07-22 01:15:00,16.93,0.0,6.7,5776.88,0.297
2024-07-22 01:30:00,17.09,0.0,6.2,5841.538,0.302
2024-07-22 01:45:00,16.17,0.0,5.9,5809.619,0.3
2024-07-22 02:00:00,16.16,0.0,5.5,5816.06,0.303
2024-07-22 02:15:00,16.26,0.0,4.3,6478.14,0.305
2024-07-22 02:30:00,16.3,0.0,3.1,6963.62,0.303
2024-07-22 02:45:00,16.36,0.0,2.2,7634.977,0.303
2024-07-22 03:00:00,18.01,0.0,0.9,8237.934,0.306
2024-07-22 03:15:00,16.9,0.0,0.8,8286.411,0.308
2024-07-22 03:30:00,16.14,0.0,0.7,8826.681,0.301
2024-07-22 03:45:00,14.78,0.0,0.6,8923.508,0.305
2024-07-22 04:00:00,14.57,0.0,0.6,9197.087,0.305
2024-07-22 04:15:00,14.57,0.0,1.5,9147.486,0.296
2024-07-22 04:30:00,12.84,0.0,2.5,8795.747,0.296
2024-07-22 04:45:00,12.98,0.0,3.5,8280.168,0.299
2024-07-22 05:00:00,12.42,0.0,4.3,7873.249,0.29
2024-07-22 05:15:00,15.9,0.0,3.7,7555.803,0.294
2024-07-22 05:30:00,17.68,0.0,3.2,6759.723,0.291
2024-07-22 05:45:00,20.02,0.0,2.6,6395.07,0.296
2024-07-22 06:00:00,23.73,0.0,1.9,5597.264,0.293
2024-07-22 06:15:00,21.43,42.9,2.7,5834.611,0.386
2024-07-22 06:30:00,20.44,84.2,3.7,5856.534,0.475
2024-07-22 06:45:00,19.04,120.2,4.2,6108.016,0.566
2024-07-22 07:00:00,18.42,179.3,5.2,6440.567,0.663
2024-07-22 07:15:00,18.77,156.6,5.0,6145.899,0.659
2024-07-22 07:30:00,18.81,122.8,5.2,5851.861,0.666
2024-07-22 07:45:00,19.95,90.0,5.2,5908.807,0.653
2024-07-22 08:00:00,20.68,66.2,4.9,5979.263,0.642
2024-07-22 08:15:00,19.91,183.7,4.7,6468.086,0.644
2024-07-22 08:30:00,18.76,280.1,4.1,7244.021,0.653
2024-07-22 08:45:00,19.52,346.9,3.6,7579.01,0.654
2024-07-22 09:00:00,20.22,525.8,3.1,8927.171,0.648
2024-07-22 09:15:00,21.03,422.6,3.2,9167.175,0.769
2024-07-22 09:30:00,21.67,296.9,3.8,9639.531,0.899
2024-07-22 09:45:00,22.13,217.9,4.2,10020.481,1.073
2024-07-22 10:00:00,21.38,114.4,4.5,10811.818,1.231
2024-07-22 10:15:00,23.04,216.9,4.7,11872.83,1.178
2024-07-22 10:30:00,23.65,306.7,5.3,12637.102,1.184
2024-07-22 10:45:00,22.8,431.0,6.2,14027.649,1.194
2024-07-22 11:00:00,23.73,602.0,6.9,14780.24,1.212
2024-07-22 11:15:00,25.02,615.0,5.6,15981.541,1.196
2024-07-22 11:30:00,25.46,652.5,3.9,16723.867,1.197
2024-07-22 11:45:00,24.78,685.1,2.7,16941.835,1.178
2024-07-22 12:00:00,26.44,727.7,1.4,17339.435,1.189
2024-07-22 12:15:00,26.25,838.0,1.3,17602.588,1.186
2024-07-22 12:30:00,25.11,705.8,1.3,17462.368,1.182
2024-07-22 12:45:00,26.26,705.3,1.2,16951.649,1.195
2024-07-22 13:00:00,25.02,740.5,1.0,17076.122,1.191
2024-07-22 13:15:00,26.96,722.9,1.5,17123.326,1.195
2024-07-22 13:30:00,28.53,684.8,2.0,15954.855,1.199
2024-07-22 13:45:00,31.31,667.1,2.6,16858.87,1.188
2024-07-22 14:00:00,32.4,700.3,3.1,16407.085,1.19
2024-07-22 14:15:00,31.11,616.9,3.0,14987.919,1.072
2024-07-22 14:30:00,29.67,693.1,3.1,14701.608,0.925
2024-07-22 14:45:00,27.61,640.7,3.1,13820.745,0.798
2024-07-22 15:00:00,26.04,631.6,2.9,12286.509,0.651
2024-07-22 15:15:00,26.23,566.2,3.3,12291.254,0.655
2024-07-22 15:30:00,25.73,528.8,3.7,12154.256,0.673
2024-07-22 15:45:00,26.45,519.4,3.9,11865.68,0.658
2024-07-22 16:00:00,27.5,528.2,4.2,11789.241,0.662
2024-07-22 16:15:00,26.8,482.7,5.0,10257.832,0.651
2024-07-22 16:30:00,26.1,420.4,5.3,10280.159,0.64
2024-07-22 16:45:00,24.42,406.9,5.7,9104.945,0.64
2024-07-22 17:00:00,23.83,356.4,6.6,8569.761,0.659
2024-07-22 17:15:00,23.51,308.1,5.5,8017.331,0.788
2024-07-22 17:30:00,23.4,238.2,4.2,7626.128,0.924
2024-07-22 17:45:00,23.31,210.2,3.2,6863.72,1.079
2024-07-22 18:00:00,23.24,171.1,2.1,6405.579,1.221
2024-07-22 18:15:00,22.77,129.5,2.4,6975.108,1.21
2024-07-22 18:30:00,23.61,82.1,2.7,7628.086,1.205
2024-07-22 18:45:00,24.58,45.0,2.9,7776.591,1.21
2024-07-22 19:00:00,22.56,0.0,3.5,8237.61,1.19
2024-07-22 19:15:00,22.93,0.0,3.6,8493.829,1.198
2024-07-22 19:30:00,22.44,0.0,3.8,8447.454,1.206
2024-07-22 19:45:00,21.47,0.0,4.4,8637.423,1.212
2024-07-22 20:00:00,20.45,0.0,4.7,9143.935,1.205
2024-07-22 20:15:00,21.85,0.0,3.8,8859.902,1.053
2024-07-22 20:30:00,22.61,0.0,2.8,8243.889,0.94
2024-07-22 20:45:00,23.79,0.0,1.8,8067.193,0.785
2024-07-22 21:00:00,24.24,0.0,0.9,8100.68,0.665
2024-07-22 21:15:00,23.58,0.0,2.0,7396.817,0.659
2024-07-22 21:30:00,22.25,0.0,2.9,6927.445,0.667
2024-07-22 21:45:00,22.55,0.0,3.9,6490.445,0.664
2024-07-22 22:00:00,20.97,0.0,5.1,5915.025,0.666
2024-07-22 22:15:00,20.28,0.0,4.2,5941.531,0.569
2024-07-22 22:30:00,19.25,0.0,3.5,5903.803,0.484
2024-07-22 22:45:00,18.53,0.0,3.0,6057.393,0.391
2024-07-22 23:00:00,18.05,0.0,2.0,6100.04,0.303
2024-07-22 23:15:00,17.93,0.0,2.1,5860.033,0.305
2024-07-22 23:30:00,17.62,0.0,2.1,5811.824,0.307
2024-07-22 23:45:00,18.24,0.0,2.0,5676.941,0.305
2024-07-23 00:00:00,19.0,0.0,2.0,5470.368,0.306
2024-07-23 00:15:00,17.52,0.0,4.0,5821.684,0.305
2024-07-23 00:30:00,18.31,0.0,5.4,5671.487,0.301
2024-07-23 00:45:00,17.27,0.0,7.4,6013.491,0.307
2024-07-23 01:00:00,17.3,0.0,9.3,5810.588,0.31
2024-07-23 01:15:00,16.48,0.0,8.6,5994.915,0.309
2024-07-23 01:30:00,17.09,0.0,7.6,6153.715,0.31
2024-07-23 01:45:00,15.92,0.0,6.6,6160.092,0.314
2024-07-23 02:00:00,15.4,0.0,5.8,6256.88,0.318
2024-07-23 02:15:00,16.21,0.0,6.5,7107.03,0.311
2024-07-23 02:30:00,15.8,0.0,6.0,7929.86,0.312
2024-07-23 02:45:00,15.89,0.0,7.0,8289.064,0.304
2024-07-23 03:00:00,16.56,0.0,7.4,8798.775,0.298
2024-07-23 03:15:00,15.6,0.0,6.6,8993.459,0.301
2024-07-23 03:30:00,16.75,0.0,6.2,9515.556,0.298
2024-07-23 03:45:00,16.39,0.0,5.6,9282.993,0.305
2024-07-23 04:00:00,16.04,0.0,5.0,9665.185,0.308
2024-07-23 04:15:00,15.63,0.0,4.3,9581.729,0.308
2024-07-23 04:30:00,14.8,0.0,3.2,9331.043,0.312
2024-07-23 04:45:00,15.2,0.0,2.3,9077.563,0.31
2024-07-23 05:00:00,14.22,0.0,1.4,8709.511,0.308
2024-07-23 05:15:00,15.31,0.0,1.5,7919.382,0.308
2024-07-23 05:30:00,16.71,0.0,1.6,7172.714,0.303
2024-07-23 05:45:00,17.06,0.0,1.5,6623.921,0.301
2024-07-23 06:00:00,18.85,0.0,1.6,6174.119,0.297
2024-07-23 06:15:00,18.36,8.7,1.9,5780.678,0.39
2024-07-23 06:30:00,18.98,18.9,2.4,5643.187,0.48
2024-07-23 06:45:00,19.28,27.2,2.9,5326.55,0.552
2024-07-23 07:00:00,18.54,37.0,3.3,5319.45,0.661
2024-07-23 07:15:00,17.56,110.5,4.0,5772.736,0.659
2024-07-23 07:30:00,16.14,181.2,4.9,6296.891,0.655
2024-07-23 07:45:00,15.27,287.2,5.8,6686.882,0.648
2024-07-23 08:00:00,14.41,321.4,6.5,6936.917,0.649
2024-07-23 08:15:00,16.9,394.8,5.7,7356.456,0.646
2024-07-23 08:30:00,19.45,396.1,4.9,7776.901,0.644
2024-07-23 08:45:00,21.75,504.8,4.3,8229.539,0.64
2024-07-23 09:00:00,24.21,470.6,3.2,8443.533,0.637
2024-07-23 09:15:00,24.45,514.9,3.2,9102.622,0.77
2024-07-23 09:30:00,24.59,536.6,3.2,9353.93,0.933
2024-07-23 09:45:00,23.18,545.3,3.5,10280.503,1.054
2024-07-23 10:00:00,23.84,625.8,3.5,10777.996,1.214
2024-07-23 10:15:00,22.81,645.4,3.1,11710.92,1.197
2024-07-23 10:30:00,21.86,674.8,2.6,13449.396,1.204
2024-07-23 10:45:00,21.51,687.0,2.3,14536.024,1.201
2024-07-23 11:00:00,20.91,644.3,1.7,15535.307,1.22
2024-07-23 11:15:00,22.93,768.5,2.6,16586.923,1.215
2024-07-23 11:30:00,24.07,706.5,3.4,17091.72,1.197
2024-07-23 11:45:00,26.5,702.3,4.0,17682.091,1.225
2024-07-23 12:00:00,28.24,723.3,5.0,18499.375,1.204
2024-07-23 12:15:00,28.88,681.8,4.6,17978.929,1.2
2024-07-23 12:30:00,28.8,710.9,4.6,18381.029,1.221
2024-07-23 12:45:00,27.6,744.5,4.2,17881.864,1.21
2024-07-23 13:00:00,28.04,814.4,3.6,17186.745,1.197
2024-07-23 13:15:00,27.83,759.0,3.8,17027.066,1.21
2024-07-23 13:30:00,28.03,744.8,3.8,15720.8,1.2
2024-07-23 13:45:00,28.58,695.6,3.7,14795.461,1.193
2024-07-23 14:00:00,27.39,680.7,3.8,15457.828,1.199
2024-07-23 14:15:00,26.66,657.2,4.0,14867.702,1.061
2024-07-23 14:30:00,27.1,612.9,5.0,14242.741,0.933
2024-07-23 14:45:00,27.68,622.5,5.6,13721.97,0.768
2024-07-23 15:00:00,27.03,650.8,6.0,12876.279,0.646
2024-07-23 15:15:00,26.36,537.7,6.0,12651.219,0.649
2024-07-23 15:30:00,25.61,556.8,5.4,11773.289,0.637
2024-07-23 15:45:00,24.46,514.7,4.9,11017.277,0.641
2024-07-23 16:00:00,23.24,491.6,4.5,10709.156,0.633
2024-07-23 16:15:00,23.66,407.8,4.1,10359.473,0.651
2024-07-23 16:30:00,24.8,299.3,3.7,9348.516,0.671
2024-07-23 16:45:00,24.56,157.5,3.2,8881.017,0.653
2024-07-23 17:00:00,24.93,68.7,2.9,8404.704,0.658
2024-07-23 17:15:00,25.16,92.7,2.9,7505.399,0.795
2024-07-23 17:30:00,24.67,122.3,2.8,7334.154,0.941
2024-07-23 17:45:00,24.7,152.8,2.9,6344.835,1.067
2024-07-23 18:00:00,24.04,192.5,2.7,5755.767,1.215
2024-07-23 18:15:00,24.06,131.4,3.7,6869.101,1.204
2024-07-23 18:30:00,24.2,91.8,4.6,7429.943,1.196
2024-07-23 18:45:00,24.38,45.4,5.8,7864.704,1.208
2024-07-23 19:00:00,24.71,0.0,6.8,8796.548,1.213
2024-07-23 19:15:00,24.51,0.0,5.6,8828.837,1.216
2024-07-23 19:30:00,23.22,0.0,4.5,9032.204,1.201
2024-07-23 19:45:00,22.38,0.0,3.3,9104.239,1.21
2024-07-23 20:00:00,21.54,0.0,2.4,9630.894,1.198
2024-07-23 20:15:00,21.54,0.0,2.7,9200.494,1.048
2024-07-23 20:30:00,21.5,0.0,3.4,9193.312,0.947
2024-07-23 20:45:00,22.24,0.0,4.0,9219.887,0.79
2024-07-23 21:00:00,21.54,0.0,4.6,8686.359,0.634
2024-07-23 21:15:00,21.2,0.0,5.6,7878.938,0.648
2024-07-23 21:30:00,21.09,0.0,6.3,7320.686,0.65
2024-07-23 21:45:00,20.81,0.0,6.6,6783.504,0.648
2024-07-23 22:00:00,19.22,0.0,7.4,5959.339,0.643
2024-07-23 22:15:00,19.17,0.0,6.1,6068.6,0.556
2024-07-23 22:30:00,19.09,0.0,5.0,5972.534,0.467
2024-07-23 22:45:00,17.76,0.0,3.5,5979.971,0.38
2024-07-23 23:00:00,16.46,0.0,2.3,6020.081,0.29
2024-07-23 23:15:00,16.3,0.0,2.9,5932.478,0.301
2024-07-23 23:30:00,17.23,0.0,3.6,6013.023,0.301
2024-07-23 23:45:00,17.47,0.0,4.3,5919.469,0.308
2024-07-24 00:00:00,16.96,0.0,5.2,6045.808,0.307
2024-07-24 00:15:00,16.77,0.0,4.9,5684.86,0.301
2024-07-24 00:30:00,16.76,0.0,5.0,5637.984,0.298
2024-07-24 00:45:00,14.72,0.0,4.5,5970.378,0.294
2024-07-24 01:00:00,13.58,0.0,4.3,5601.84,0.287
2024-07-24 01:15:00,13.78,0.0,4.7,5741.946,0.297
2024-07-24 01:30:00,15.94,0.0,5.2,6148.686,0.29
2024-07-24 01:45:00,16.28,0.0,5.6,5988.277,0.3
2024-07-24 02:00:00,17.05,0.0,6.2,6059.606,0.3
2024-07-24 02:15:00,16.39,0.0,5.5,6680.074,0.297
2024-07-24 02:30:00,15.38,0.0,5.2,7158.226,0.302
2024-07-24 02:45:00,14.58,0.0,4.3,7522.593,0.307
2024-07-24 03:00:00,14.29,0.0,3.6,8232.793,0.309
2024-07-24 03:15:00,14.62,0.0,3.3,8501.262,0.309
2024-07-24 03:30:00,14.0,0.0,2.9,9091.901,0.313
2024-07-24 03:45:00,15.47,0.0,2.5,8986.537,0.308
2024-07-24 04:00:00,13.81,0.0,2.0,8842.238,0.309
2024-07-24 04:15:00,14.73,0.0,2.7,8834.491,0.305
2024-07-24 04:30:00,14.61,0.0,3.2,8967.242,0.306
2024-07-24 04:45:00,13.55,0.0,4.3,8898.605,0.309
2024-07-24 05:00:00,14.93,0.0,4.7,8683.886,0.303
2024-07-24 05:15:00,15.88,0.0,5.6,8282.658,0.303
2024-07-24 05:30:00,18.08,0.0,6.1,7458.978,0.303
2024-07-24 05:45:00,17.48,0.0,7.6,6742.618,0.304
2024-07-24 06:00:00,19.99,0.0,8.1,5871.864,0.295
2024-07-24 06:15:00,19.41,45.1,7.2,6062.459,0.391
2024-07-24 06:30:00,19.7,86.0,5.5,6035.019,0.476
2024-07-24 06:45:00,19.44,123.9,4.0,5995.677,0.553
2024-07-24 07:00:00,19.86,179.9,2.8,6164.415,0.648
2024-07-24 07:15:00,19.66,156.4,2.8,6133.017,0.652
2024-07-24 07:30:00,20.0,125.1,2.6,6293.298,0.658
2024-07-24 07:45:00,20.24,93.9,2.7,6455.681,0.654
2024-07-24 08:00:00,20.11,67.2,2.8,6609.899,0.655
2024-07-24 08:15:00,20.0,166.5,2.2,6789.623,0.654
2024-07-24 08:30:00,21.5,287.3,1.7,7443.599,0.65
2024-07-24 08:45:00,20.97,337.1,1.3,8151.766,0.655
2024-07-24 09:00:00,21.26,502.4,0.8,8635.017,0.644
2024-07-24 09:15:00,21.91,372.3,2.2,9168.429,0.792
2024-07-24 09:30:00,24.55,324.8,3.5,10038.896,0.915
2024-07-24 09:45:00,25.75,210.2,5.4,10575.762,1.06
2024-07-24 10:00:00,26.73,118.6,6.3,11457.03,1.174
2024-07-24 10:15:00,26.47,280.7,6.0,12294.499,1.199
